time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
18.079464,-0.0129,0.0017,-0.0134,0.019
18.096612,-0.0129,-0.0031,-0.0086,0.016
18.113005,-0.0034,0.0017,0.0010,0.004
18.130577,-0.0033,-0.0079,-0.0086,0.012
18.146704,-0.0033,0.0016,-0.0134,0.014
18.164839,-0.0081,-0.0078,0.0010,0.011
18.180849,-0.0081,0.0017,-0.0086,0.012
18.196363,-0.0081,-0.0031,-0.0086,0.012
18.213332,-0.0081,-0.0030,-0.0134,0.016
18.230459,-0.0034,-0.0079,0.0058,0.010
18.246600,-0.0081,-0.0031,-0.0086,0.012
18.265022,-0.0082,-0.0079,-0.0134,0.018
18.279990,-0.0034,-0.0032,-0.0086,0.010
18.297171,-0.0034,0.0015,-0.0086,0.009
18.313865,-0.0082,-0.0032,0.0010,0.009
18.331278,-0.0081,-0.0031,-0.0038,0.010
18.347009,-0.0035,-0.0032,-0.0038,0.006
18.364704,-0.0083,-0.0031,0.0010,0.009
18.381059,-0.0083,-0.0079,0.0058,0.013
18.397744,-0.0036,-0.0078,-0.0038,0.009
18.414623,-0.0085,-0.0031,0.0010,0.009
18.431121,-0.0038,-0.0078,-0.0038,0.009
18.447839,-0.0087,-0.0077,-0.0086,0.014
18.465218,-0.0040,-0.0029,0.0058,0.008
18.480814,0.0007,-0.0029,0.0058,0.006
18.498105,-0.0089,-0.0028,0.0010,0.009
18.514649,-0.0042,-0.0075,-0.0086,0.012
18.531410,-0.0042,-0.0075,0.0010,0.009
18.547856,-0.0043,-0.0075,-0.0038,0.009
18.564853,-0.0091,-0.0026,0.0058,0.011
18.581600,-0.0091,-0.0026,-0.0086,0.013
18.598138,0.0004,-0.0075,-0.0086,0.011
18.615358,-0.0092,-0.0074,-0.0038,0.012
18.631687,0.0003,-0.0027,-0.0038,0.005
18.648257,-0.0045,-0.0075,-0.0038,0.010
18.667572,-0.0046,-0.0027,-0.0038,0.007
18.681029,-0.0093,-0.0026,0.0010,0.010
18.698708,-0.0045,0.0023,-0.0038,0.006
18.714673,-0.0046,-0.0072,0.0010,0.009
18.731772,-0.0045,-0.0072,-0.0134,0.016
18.748498,0.0002,-0.0024,0.0058,0.006
18.765388,-0.0046,-0.0073,0.0010,0.009
18.782973,-0.0142,-0.0071,-0.0134,0.021
18.799683,-0.0045,0.0025,-0.0038,0.006
18.816151,-0.0044,-0.0070,-0.0086,0.012
18.832666,-0.0092,0.0026,-0.0134,0.016
18.850584,-0.0092,-0.0022,-0.0038,0.010
18.867032,-0.0043,-0.0069,-0.0086,0.012
18.882421,0.0052,0.0026,-0.0086,0.010
18.899555,-0.0043,-0.0069,-0.0038,0.009
18.916050,-0.0042,-0.0020,-0.0086,0.010
18.933982,-0.0090,0.0027,-0.0134,0.016
18.949720,-0.0042,-0.0068,-0.0086,0.012
18.966930,-0.0042,0.0028,0.0010,0.005
18.983315,-0.0184,-0.0068,-0.0086,0.021
19.000864,-0.0136,0.0025,-0.0086,0.016
19.017139,-0.0135,-0.0023,0.0010,0.014
19.033102,-0.0087,0.0024,-0.0038,0.010
19.049726,-0.0040,0.0072,-0.0086,0.012
19.067167,-0.0088,-0.0025,-0.0182,0.020
19.083779,-0.0088,0.0070,0.0010,0.011
19.100427,-0.0089,0.0023,-0.0134,0.016
19.117878,-0.0090,0.0070,-0.0086,0.014
19.134572,-0.0089,-0.0026,-0.0134,0.016
19.150254,-0.0185,0.0023,-0.0134,0.023
19.168746,-0.0136,-0.0025,-0.0134,0.019
19.183235,-0.0135,0.0070,-0.0086,0.017
19.200667,-0.0135,0.0021,-0.0086,0.016
19.216662,-0.0183,0.0021,-0.0086,0.020
19.234019,-0.0086,-0.0026,-0.0182,0.020
19.250459,-0.0087,-0.0073,-0.0182,0.021
19.267457,-0.0087,-0.0025,-0.0134,0.016
19.283880,-0.0088,0.0071,-0.0038,0.012
19.302143,-0.0183,-0.0023,-0.0134,0.023
19.317454,-0.0039,-0.0071,-0.0134,0.016
19.335575,-0.0134,0.0073,-0.0038,0.016
19.352243,-0.0133,-0.0023,-0.0038,0.014
19.368357,-0.0179,-0.0071,-0.0230,0.030
19.385294,-0.0132,-0.0023,-0.0134,0.019
19.401999,-0.0037,0.0025,0.0010,0.005
19.417734,-0.0180,-0.0024,-0.0182,0.026
19.434993,-0.0133,0.0024,-0.0086,0.016
19.451981,-0.0085,-0.0023,-0.0086,0.012
19.469222,-0.0180,0.0024,-0.0086,0.020
19.484715,-0.0180,0.0025,-0.0134,0.023
19.501609,-0.0133,0.0025,-0.0134,0.019
19.518041,-0.0085,0.0025,-0.0038,0.010
19.535917,-0.0131,0.0025,-0.0038,0.014
19.551604,-0.0131,-0.0024,-0.0086,0.016
19.568712,-0.0083,0.0022,-0.0086,0.012
19.585145,-0.0083,-0.0026,-0.0086,0.012
19.602491,-0.0130,-0.0025,-0.0086,0.016
19.618938,-0.0034,0.0023,0.0010,0.004
19.635831,-0.0083,-0.0026,-0.0038,0.009
19.652274,-0.0083,-0.0025,-0.0086,0.012
19.668463,-0.0177,0.0023,-0.0038,0.018
19.685178,-0.0034,-0.0073,0.0010,0.008
19.701765,-0.0083,-0.0169,-0.0086,0.021
19.718528,-0.0083,0.0022,-0.0086,0.012
19.735316,0.0013,-0.0025,-0.0038,0.005
19.752401,-0.0036,-0.0025,0.0010,0.004
19.769098,0.0012,-0.0073,0.0010,0.007
19.785884,-0.0036,0.0024,0.0058,0.007
19.802714,-0.0037,-0.0073,-0.0086,0.012
19.819494,-0.0037,-0.0074,-0.0038,0.009
19.836340,-0.0085,-0.0074,0.0058,0.013
19.852844,0.0011,-0.0027,-0.0086,0.009
19.869976,-0.0085,-0.0073,-0.0086,0.014
19.886363,-0.0132,-0.0025,0.0010,0.013
19.903283,0.0060,-0.0025,-0.0038,0.008
19.919834,-0.0035,-0.0026,-0.0038,0.006
19.939335,-0.0083,-0.0026,-0.0086,0.012
19.953769,-0.0082,-0.0027,-0.0038,0.009
19.970450,-0.0034,-0.0076,-0.0038,0.009
19.987515,-0.0082,-0.0028,-0.0134,0.016
20.004603,0.0013,-0.0028,-0.0134,0.014
20.019920,0.0013,-0.0077,0.0010,0.008
20.036911,-0.0036,-0.0075,0.0010,0.008
20.054081,-0.0084,-0.0122,-0.0038,0.015
20.072504,-0.0083,-0.0026,-0.0038,0.010
20.087093,-0.0082,-0.0026,-0.0038,0.009
20.104427,0.0012,-0.0121,-0.0038,0.013
20.120769,-0.0035,-0.0072,-0.0086,0.012
20.137589,0.0012,-0.0024,-0.0086,0.009
20.154247,-0.0084,-0.0072,-0.0086,0.014
20.172546,0.0011,-0.0023,-0.0038,0.005
20.188343,-0.0085,-0.0071,0.0058,0.012
20.203850,-0.0037,0.0026,-0.0038,0.006
20.221534,-0.0037,-0.0068,-0.0086,0.012
20.237202,-0.0038,-0.0020,-0.0038,0.006
20.254505,-0.0132,-0.0068,-0.0086,0.017
20.272758,-0.0078,-0.0019,-0.0038,0.009
20.287947,-0.0078,-0.0020,-0.0038,0.009
20.304854,-0.0030,-0.0015,0.0058,0.007
20.321349,-0.0030,-0.0068,-0.0086,0.011
20.338419,-0.0083,0.0076,-0.0086,0.014
20.354878,-0.0082,-0.0020,-0.0038,0.009
20.372880,-0.0081,-0.0020,-0.0086,0.012
20.388445,-0.0080,0.0028,-0.0086,0.012
20.405564,-0.0033,0.0029,-0.0086,0.010
20.422135,-0.0033,-0.0066,-0.0038,0.008
20.438417,-0.0080,-0.0017,-0.0230,0.024
20.455227,-0.0127,0.0031,-0.0134,0.019
20.472646,-0.0079,-0.0017,-0.0038,0.009
20.489299,-0.0077,0.0031,-0.0134,0.016
20.505528,-0.0124,0.0029,-0.0086,0.015
20.522430,-0.0077,0.0029,-0.0134,0.016
20.539507,-0.0078,-0.0067,-0.0038,0.011
20.555885,-0.0126,0.0029,-0.0182,0.022
20.572724,-0.0126,-0.0020,-0.0134,0.018
20.591233,-0.0125,0.0076,-0.0086,0.017
20.606546,-0.0125,0.0027,-0.0134,0.019
20.622760,-0.0172,-0.0020,-0.0086,0.019
20.639209,-0.0123,0.0028,-0.0182,0.022
20.655611,-0.0074,-0.0019,-0.0038,0.009
20.672676,-0.0074,-0.0019,-0.0182,0.020
20.689226,-0.0073,0.0029,-0.0038,0.009
20.705588,-0.0074,0.0030,-0.0182,0.020
20.722368,-0.0169,0.0030,-0.0134,0.022
20.739405,-0.0121,-0.0018,-0.0134,0.018
20.756282,-0.0074,0.0029,-0.0182,0.020
20.773587,-0.0122,0.0031,-0.0182,0.022
20.789859,-0.0074,0.0079,-0.0086,0.014
20.807332,-0.0114,-0.0017,-0.0134,0.018
20.823867,-0.0113,0.0032,-0.0086,0.015
20.841042,-0.0118,0.0080,-0.0134,0.020
20.856872,-0.0023,0.0031,-0.0086,0.009
20.874248,-0.0022,-0.0018,-0.0038,0.005
20.890436,-0.0292,0.0073,-0.0086,0.031
20.906992,0.0188,0.0116,0.0243,0.033
20.923860,-0.0133,0.0096,0.0052,0.017
20.940775,-0.0117,-0.0249,-0.0181,0.033
20.957793,0.0137,-0.0157,-0.0181,0.028
20.975841,-0.0065,-0.0153,-0.0276,0.032
20.990681,-0.0060,-0.0095,-0.0133,0.017
21.007656,-0.0249,0.0107,0.0052,0.028
